tconst,originalTitle,year,genres,Rating,director,plot
tt12145636,Love You Right,2021,"Drama,Musical,Romance",7.1,Christina Faith,Peter Bromley's new documentary is on the Artist Clare French. The film highlights French's unique working art practice in her Thamesmead based studio. Interviews with French explain how her art comes together and why.
tt12150234,The Clare French Film,2021,Documentary,7.7,Peter Bromley,"Paloma, a farm worker, wants a traditional wedding in a church with her boyfriend Zé. The local priest refuses her request. But Paloma, a transgender woman, will fight back for her dream."
tt12156974,We Feed People,2022,Documentary,7.4,Ron Howard,"A chronicle of how Andrés and his nonprofit rebuilds nations in the wake of disaster, providing healthy food to those affected."
tt12163034,Killing Kelly,2021,Documentary,8.5,Sean A Murray,"Based on the depraved and libertine eroticism of the Marquis de Sade's ""Justine or The Misfortunes of Virtue."" A teenager who uses all social methods to preserve her virtue finds instead only incitement to vice."
tt12165170,Justine,2023,"Drama,Horror",5.2,Alex Hernández,"An explosive new documentary about the strange death of Dr David Kelly, the British weapons expert found dead in the woods - as he predicted he would be - amidst the swirl of Tony Blair and George W Bush's ill-fated invasion of Iraq. It was said to be suicide, though of a most peculiar kind. This film is a detailed look at the circumstances of Dr Kelly's death and the... Read all"
tt12169664,Zero Nine,2021,"Action,Crime,Thriller",7.7,Bakhtyar Fatah,"Her father unexpectedly calls after 7 years. Travels to Israel, Poland and Germany in the footsteps of her grandfather who survived the Shoah. Relationships and difficult conversations sometimes end in silence."
tt12175226,Attack of the Doc!,2023,Documentary,7.3,Chris Gore,A detective abandoned his daughter for a governmental mission. He risks his life in order to fix their relationship. Their search leads them to face an organ trafficking band who has blackmailed a doctor for harvesting the organs.
tt12177902,The Bangkok Job,2023,Comedy,8.0,Clive Saunders,"Carlo invites his old W817 (1999) roommates to his wedding. During an eventful weekend, they all discover that a lot, and yet very little, has changed over all these years."
tt12181374,Envoy: Shark Cull,2021,Documentary,7.8,Andre Borell,"Two ex-hitmen are reunited to do one last job, sent to the sinniest of all sin cities - Bangkok, to terminate the Beast from the East, the most vicious gangster in all of Thailand, assuming they don't kill each other first."
tt12182226,8eraf,2021,"Comedy,Drama",5.3,Pietje Horsten,"Before the rise of big tech, social media and Marvel movies, Attack of the Show. chronicled nerd culture's unlikely acceptance into mainstream. G4TV's flagship show launched the careers of hosts Olivia Munn and Kevin Pereira and was beloved by fans - a unique celebration of geek culture before it was cool. Diving into colossal cream pies, wearing funny fat suits and p... Read all"
tt12186676,Displaced,2021,Documentary,6.7,Sharon Ryba-Kahn,"Off the beautiful beaches, among breathtaking coral reefs of Australia lurks a deadly and indiscriminate killer. It's thirst for blood kills 1000s each and every year. It's not sharks. It's the Government Shark Control Program."
tt12186956,The Oxy Kingpins,2021,Documentary,7.3,"Nick August-Perna, Brendan Fitzgerald","It follows the untold story of how a network of pharmaceutical manufacturers, distributors, and retailers worked together to orchestrate and perpetuate the opioid crisis that has killed over half a million people in America."
tt12193804,Whitney Houston: I Wanna Dance with Somebody,2022,"Biography,Drama,Music",6.6,Kasi Lemmons,If you're looking for a unique side hustle and don't mind being possessed...sign up for a delivery service with a dark twist. Your clients? The Dead.
tt12194708,We Work for the Dead,2024,"Fantasy,Thriller",8.2,"Andrew Goth, Joanne Reay",Plot not available
tt12204160,Suveydâ,2021,History,6.1,Mesut Uçakan,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom."
tt12204492,Mommune,2021,Drama,5.8,Lane Shefter Bishop,"A feature adaptation of the 'The Band' musical, featuring the songs of Take That."
tt12208980,Greatest Days,2023,"Comedy,Drama,Music",5.7,Coky Giedroyc,A recent widow takes what's left of her family to a commune-for-Moms. Uncovers black market human trafficking by the Mommune's corrupt owner and must fight to keep herself and her daughter from becoming the next victims.
tt12214676,Between the Rains,2023,Documentary,7.1,"Andrew H. Brown, Moses Thuranira",Between the Rains is a feature collaboration with the Turkana-Ngaremara community that seeks to understand the experiences of a childhood caught within a traditional culture that is a casualty of climate change.
tt12216202,Life After You,2022,Drama,6.9,Sarah T Schwab,"An Italian soldier, a Kosovo War veteran, decides to move to a small mountain village with his daughter, but his past is coming back to haunt him."
tt12222976,The Carpenter,2021,Thriller,6.9,Steven Renso,"A suburban family struggles with the death of their 19 year-old son, following an overdose of heroin that was laced with fentanyl. The film explores the question of who and what is responsible for this tragedy."
tt12223594,Follia,2023,Drama,6.0,Charles Guérin Surville,"Following an accident on a set, a director tries to pick up the pieces of reality. Gradually, it appears that its only subject is that he perpetually returns to his lost love."
tt12226632,Big George Foreman,2023,"Biography,Drama,Sport",6.6,George Tillman Jr.,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit."
tt12229012,Nightmares Unleashed,2023,"Horror,Musical,Sci-Fi",7.6,Matthew Mark Hunter,"Nightmares Unleashed is a feature film based off the short film of the same name which is an oneiric style of film where a young lady gets sucked into the T.V and must escape her ""nightmares"" or the films she's watched."
tt12229188,Life After the NeverEnding Story,2024,Documentary,8.7,Lisa Downs,"A documentary celebrating The Neverending Story (1984) via cast and crew interviews, whilst exploring the lives of stars Noah Hathaway and Tami Stronach since those breakthrough roles."
tt12229370,Mothering Sunday,2021,"Drama,Romance",6.1,Eva Husson,"Jane Fairchild, a maidservant for the Niven family, is surprised when her wealthy neighbor, Paul Sheringham, invites her to spend the day with him."
tt12229978,Humble,2021,"Comedy,Drama",6.3,Svetoslav Draganov,"After the events of The Arsonist (2020), Detective Constable Price (George Everett-Button) and Detective Inspector Newman (Toby Haycock) team up to defend the city from corruption."
tt12230756,Detective Inspector,2022,"Action,Comedy,Crime",7.8,Morgan O'Callaghan,Vassil (41) is a documentary film director who has not achieved the success he dreams of. He puts all his energy filming the broken relationship between a monk and his mother. Meanwhile Vassil's wife and their 14-year-old daughter take second place in his life. The director learns that the monk is in a psychiatry while his mother will have to undergo a cancer surgery.... Read all
tt12232906,Steel Song,2021,Documentary,8.5,Adrian Cicerone,"This documentary intimately follows the lives of women who fight in an extreme and full-contact sport, Medieval Armored Combat."
tt12234316,The Private Eye,2024,"Comedy,Mystery,Romance",7.1,Jack Cook,"The life of private eye, Mort Madison, is spiraling downward, when a beguiling, slightly familiar woman hires him for his most unusual case."
tt12239390,Sins of the Mother,2022,Thriller,6.6,Tatiana Larrea,"A documentary about Danmarks infamous entrepreneur Kurt Thorsen seen through the eyes of actor David Dencik, director Laurits Munch-Petersen and long time friend Vibeke Windeløv."
tt12240332,The Adventures of Bandit and Wild Wes,2021,"Adventure,Comedy,Western",8.2,Travis Mills,"Late in her career, Ann Gregory finds the courage to be the first woman of color to enter the USGA Women's Amateur. She collides with Babs Whatling, a privileged white woman from the south who is searching for her own identity."
tt12241936,Playing Through,2022,"Biography,Drama,Sport",8.8,Balbinka Korzeniowska,"After making a deal with a Demon (Vrienad), a mother goes on the run rather than pay her debt. When found and confronted by the Demon, she now finds that a diabolical interest has been added to the debt. Interest that she can never pay."
tt12243398,Kurt,2021,Documentary,7.8,Laurits Munch-Petersen,"One of 12 Westerns made in 12 Months, this silent western tale follows the crazy adventures of Wild Wes and his four-legged companion as they search for the outlaw Slippery Slim."
tt12243560,Allswell,2022,"Comedy,Drama",8.5,Ben Snyder,"Three Nuyorican sisters navigate the daunting life challenges of single motherhood, career, and family while finding humor and solace within the bond of sisterhood."
tt12245382,After Quarentine,2023,"Comedy,Drama,Romance",5.4,Sammie Johnson,"Two young people navigate through life while unprecedented viral health precautions are ongoing in society. They seek to find happiness, love, and stability after a pandemic quarantine."
tt12245606,Off Ramp,2023,"Adventure,Comedy,Crime",7.8,Nathan Tape,"At a time when people are feeling so much but have few outlets to express it, 19 filmmakers from 12 countries have set up a series of voicemail boxes around the world. People are encouraged to call and leave messages with anonymous thoughts or feelings - be it stories or songs, laments or proclamations, these calls are brought together as a unique portrait of humanity... Read all"
tt12245620,Bleecker,2022,"Comedy,Drama",7.7,Edith Hagigi,Plot not available
tt12245660,Tell Me,2021,Documentary,6.6,"Marta Pulk, Rodrigo Baptista, Agustin Barrutia, Sebastian López Borda","A couple of lovable, degenerate Juggalos must sojourn through America's hellish underbelly to The Gathering of the Juggalos, the one place on earth they feel accepted."
tt12246702,Game Changer,2022,"Comedy,Family",6.3,"Joel DeVisser, Jeff Rose","Tapashi comes back to the countryside after finishing her studies. She tries to adjust as best she can, but the rural home is very different from the expectations she has for her life. She is at a crossroads between the realization of her dreams and the disillusioning reality."
tt12246716,A Christmas Prayer,2022,Drama,8.1,Aaron L. Williams,Hilarity ensues when the best athlete in pro football must learn how to teach a motley group of kids how to win on the baseball field while they teach him how to win in life. Fun for the whole family.
